Features,Emotion
"[-2.77357666e+02  6.00302658e+01  1.02344618e+01  2.09482651e+01
 -5.77100706e+00  6.53727722e+00 -1.20496616e+01 -7.07343864e+00
 -4.38227320e+00 -3.99719501e+00 -3.98387027e+00  2.56665158e+00
 -1.83071539e-01  7.45287418e+00  1.37855041e+00  5.07798815e+00
 -1.58173740e+00  6.74414062e+00 -2.30585885e+00  5.34057283e+00
 -1.83494043e+00  2.29289460e+00  1.56862140e+00  3.11570644e+00
  8.12078357e-01  7.59565544e+00  1.89586902e+00  5.01096392e+00
  1.35574424e+00  5.69695520e+00  2.93539643e+00  4.65408945e+00
  1.34971309e+00  4.11651802e+00  6.23436630e-01  2.11622095e+00
 -2.25159693e+00  1.57757545e+00  3.15583587e-01  1.45645118e+00
  4.36327785e-01  3.96316171e-01  3.39236230e-01  3.57597321e-01
  3.42345387e-01  2.66408175e-01  2.72266686e-01  3.19565117e-01
  4.06444222e-01  4.15868819e-01  4.15727109e-01  4.07982826e-01
  1.51089630e+01  1.41300235e+01  1.76189347e+01  1.49140862e+01
  1.64108276e+01  1.65144611e+01  4.77661802e+01  5.02216046e+03
  1.74137996e-01]",zdziwienie
"[-3.14752625e+02  6.79459610e+01 -9.22668266e+00  1.42001638e+01
  5.40061808e+00 -1.71862602e+01 -2.18495331e+01 -1.30601597e+01
 -1.38124266e+01 -3.76358867e+00 -1.49520702e+01 -2.84604311e+00
 -1.28938370e+01  1.44256675e+00  1.26293573e+01 -9.50560474e+00
  5.67595577e+00  3.56206012e+00 -1.11985273e+01  2.42022762e+01
  1.17875595e+01  2.12501030e+01  1.76221848e+01  2.17070842e+00
  8.54374313e+00  6.23031998e+00  1.24181337e+01  9.17656517e+00
 -7.18148947e+00 -1.24888301e+00 -4.43344307e+00  3.31627297e+00
  6.61674118e+00 -4.45349264e+00 -4.32317734e+00  1.50551641e+00
 -3.61260819e+00  1.63026714e+00 -3.10455465e+00  2.14608192e+00
  3.38241279e-01  2.86561131e-01  3.18224192e-01  4.36000645e-01
  3.77210081e-01  2.49119014e-01  2.10155234e-01  2.34859854e-01
  2.31131136e-01  1.34439662e-01  1.80081472e-01  2.37553656e-01
  1.74807186e+01  2.31803125e+01  2.37565174e+01  2.07126924e+01
  2.05937539e+01  2.19225368e+01  4.74007631e+01  4.39814029e+03
  1.06636379e-01]",zdziwienie
"[-3.20002502e+02  9.76228638e+01  3.26291537e+00  1.74108372e+01
  1.52367411e+01 -3.06536722e+00 -2.28008633e+01 -2.22778225e+01
 -1.29088116e+01  1.55583894e+00 -7.74382019e+00 -1.28682685e+00
 -7.83627701e+00 -8.02363205e+00 -4.05397463e+00 -4.39085770e+00
 -7.62273908e-01  7.59542322e+00  3.04669738e+00  3.42517662e+00
 -4.73253757e-01 -2.27617407e+00  7.77904987e-01  4.82165861e+00
  2.76614189e-01  3.47123981e+00 -2.49667549e+00  4.45241302e-01
  5.88668644e-01  1.25081229e+00  1.56482148e+00  6.24503851e+00
  1.25562239e+00  7.94086695e+00  5.72520383e-02  4.51966763e+00
  2.49766755e+00 -4.98145640e-01  6.09272361e-01  1.85883236e+00
  2.42041677e-01  3.05242002e-01  3.27021986e-01  2.91371584e-01
  3.15971524e-01  3.84582877e-01  4.88715887e-01  5.46738863e-01
  4.42832053e-01  3.82436931e-01  2.95485169e-01  2.16615841e-01
  1.78295269e+01  1.81178982e+01  1.91891774e+01  1.65992732e+01
  1.79643917e+01  1.75938484e+01  4.76448530e+01  2.99851190e+03
  6.62202381e-02]",zdziwienie
"[-2.83537445e+02  1.03494789e+02 -8.09097886e-01  6.86512589e-01
  3.54498029e+00 -4.55827427e+00 -3.32133508e+00 -1.69331017e+01
 -1.67155876e+01  2.28804207e+00 -2.06615615e+00 -1.87954688e+00
 -6.37531853e+00 -2.73733258e+00 -2.85242230e-01 -2.35634732e+00
 -3.58567238e+00  5.56706786e-01 -9.83674705e-01 -1.55154967e+00
 -1.39581180e+00  2.69742203e+00 -3.95709801e+00 -2.12186843e-01
 -8.82422209e-01  3.53095174e+00 -6.83499992e-01  8.91396999e+00
  8.89364779e-01  5.31492281e+00  7.11268723e-01 -1.28819168e+00
 -7.60312498e-01  4.45956278e+00 -7.92288423e-01  3.15471220e+00
  1.04482543e+00  3.73450089e+00  5.19945860e+00  4.76846933e+00
  4.76823777e-01  4.14700538e-01  3.81829739e-01  4.00432497e-01
  4.17279959e-01  4.94822800e-01  4.28465694e-01  3.73786002e-01
  3.86757821e-01  3.96718353e-01  4.72604036e-01  5.26776314e-01
  1.99216429e+01  1.64669485e+01  1.80480268e+01  1.62140004e+01
  1.76527408e+01  1.82384958e+01  4.74147840e+01  3.09057203e+03
  7.19925185e-02]",zdziwienie
"[-3.15403412e+02  7.96007080e+01  8.16566658e+00  2.12863216e+01
  1.65472107e+01 -2.28876996e+00 -1.46696777e+01 -2.55327530e+01
 -8.08358312e-01 -4.16673994e+00 -9.56731319e+00  1.02895081e+00
 -9.79248047e+00 -2.79748774e+00  1.51687160e-01 -8.95371675e-01
 -7.83474064e+00  3.29806376e+00 -5.80301523e+00 -8.50152552e-01
 -1.65728629e+00  8.49329472e-01 -2.75509953e+00  1.13582885e+00
 -5.67222071e+00  1.25328302e+00 -3.80049038e+00  1.59973872e+00
  2.63559604e+00  7.62901974e+00  4.91325045e+00  8.96309853e+00
  1.64778864e+00  2.58685184e+00 -1.82550597e+00  1.05321157e+00
  2.79765344e+00  2.27397847e+00 -1.07987732e-01  1.64686561e+00
  4.47258353e-01  4.27551717e-01  3.65860462e-01  3.38827699e-01
  3.33719522e-01  3.12503040e-01  2.91297346e-01  3.49088639e-01
  4.75048065e-01  5.57326078e-01  4.38862652e-01  3.60557973e-01
  1.97395260e+01  1.79301130e+01  2.01142410e+01  1.69287456e+01
  1.86084154e+01  1.89041085e+01  4.75956682e+01  3.80622633e+03
  1.14161636e-01]",zdziwienie
"[-3.17727417e+02  8.29199295e+01  7.70235360e-01  1.38788271e+00
  2.97299361e+00 -1.51405764e+00 -6.00227928e+00 -1.63547897e+01
 -1.48300362e+01 -1.49366486e+00 -8.86378765e+00 -2.95863771e+00
 -1.26473656e+01  6.19869471e+00  3.75242853e+00  8.65168273e-02
  5.35802174e+00  1.15570621e+01  1.11777906e+01  1.49475851e+01
  5.35336876e+00  6.21046591e+00 -1.53422952e+00  3.02549672e+00
  5.47949028e+00  6.81744385e+00 -2.51679420e-01  4.60827589e+00
 -1.43041301e+00  4.39148283e+00 -3.37236786e+00  4.52226013e-01
 -3.01280594e+00  3.66505027e-01  1.18075788e+00  2.94193697e+00
  9.62218642e-01  6.02408028e+00  2.29267955e+00  1.66412354e+00
  2.93528736e-01  2.74063110e-01  2.45501846e-01  2.17367992e-01
  3.19520950e-01  5.28140366e-01  5.68079829e-01  3.83331597e-01
  2.94915289e-01  3.00901324e-01  3.36767226e-01  3.44306201e-01
  1.64237812e+01  1.86779497e+01  1.83198080e+01  1.69280869e+01
  1.73609868e+01  1.72897432e+01  4.96762419e+01  3.68133545e+03
  8.37936401e-02]",zdziwienie
"[-3.15867249e+02  7.72303467e+01 -1.47239914e+01  5.70606518e+00
 -3.24315715e+00 -4.36654758e+00 -7.90933847e+00 -1.67566566e+01
 -3.79457355e+00 -3.53192759e+00 -1.11643124e+01 -5.53582013e-01
  2.24368191e+00  2.08476467e+01  1.32634678e+01  1.25507202e+01
  4.19901609e+00  1.55769420e+00  5.24362512e-02 -1.90306589e-01
 -2.85101056e+00 -6.84357822e-01 -4.90503407e+00 -1.74668288e+00
  2.97327471e+00  5.92801523e+00  3.32624316e+00  8.21719456e+00
  5.96354580e+00  5.19907999e+00  2.11404249e-01  4.91168976e+00
 -3.87704223e-01  4.43370390e+00  2.03809619e+00  3.82278323e+00
  1.05174625e+00  3.91041303e+00  1.31685364e+00  1.27505398e+00
  4.02961731e-01  2.94446439e-01  2.12969318e-01  1.57964215e-01
  1.66571259e-01  1.93474427e-01  2.47883007e-01  2.86657512e-01
  2.76180744e-01  3.67335230e-01  4.30691004e-01  4.36465949e-01
  1.76221606e+01  1.66645359e+01  2.36549836e+01  1.85203140e+01
  1.89272742e+01  1.88042464e+01  4.91315049e+01  4.13896833e+03
  1.28073556e-01]",zdziwienie
"[-3.79978027e+02  8.45439072e+01  1.08252974e+01  2.35928841e+01
 -1.19153845e+00  4.53081989e+00 -5.87857485e+00 -1.66257572e+01
  1.84039307e+00 -2.19192839e+00  8.10298061e+00  7.57515717e+00
  2.83612061e+00  7.08407879e+00 -1.06786938e+01  3.73992133e+00
  1.01325297e+00  8.35174322e-01  7.34760857e+00  4.95481253e+00
 -6.04150486e+00 -1.48653805e+00  7.76521206e-01 -1.24949241e+00
 -2.34374928e+00  6.88592625e+00  3.96233010e+00  9.11265755e+00
  1.23496971e+01  1.51993532e+01  1.23388062e+01  4.77198410e+00
  4.75288200e+00  6.00081778e+00  3.61358619e+00  4.51369810e+00
 -1.09273350e+00  2.87275362e+00 -1.81754708e+00  1.51607287e+00
  3.19334477e-01  2.99032390e-01  3.35093021e-01  2.56404310e-01
  2.53636509e-01  2.17622384e-01  2.64296025e-01  2.04011634e-01
  2.66939580e-01  3.94485384e-01  5.97870469e-01  5.63736379e-01
  1.80404017e+01  1.59579826e+01  1.83824659e+01  1.60023176e+01
  1.82010194e+01  1.86262380e+01  4.47478746e+01  3.99526127e+03
  1.05020492e-01]",zdziwienie
"[-2.00896317e+02  6.64729843e+01 -2.10122261e+01  9.77697754e+00
  2.91022563e+00 -1.00876093e+01 -1.19440451e+01 -1.79430504e+01
 -1.25989456e+01 -9.92258739e+00 -1.07813969e+01  4.88977575e+00
 -5.31399071e-01  1.18511009e+01  1.69350839e+00 -2.22232127e+00
 -2.98084903e+00  2.50710464e+00 -3.84269762e+00 -4.35048431e-01
 -3.09977323e-01  4.97571611e+00  5.97877884e+00  1.00113268e+01
  1.08473978e+01  1.50756016e+01  1.11036806e+01  6.15682030e+00
  4.09531450e+00  1.99471831e+00  1.23987234e+00  2.29365373e+00
  1.45338070e+00  4.20374870e+00  1.71526089e-01  3.30418181e+00
  2.09460831e+00  2.76132751e+00 -1.91517293e+00  1.84522104e+00
  4.78233248e-01  4.49355662e-01  3.81206334e-01  2.94483125e-01
  2.42948726e-01  2.07404047e-01  2.12069452e-01  1.94738910e-01
  2.12638587e-01  2.47316465e-01  3.28686357e-01  3.78739446e-01
  1.72076633e+01  1.72217366e+01  2.33529350e+01  1.69637862e+01
  1.93153245e+01  1.85442141e+01  4.60352072e+01  3.99429563e+03
  1.04716952e-01]",zdziwienie
"[-3.83648315e+02  8.24884949e+01  1.17107782e+01  2.81228390e+01
  1.47622461e+01  1.02826548e+01 -1.04005671e+01 -1.19876747e+01
 -1.20350542e+01 -2.01045290e-01 -7.02532005e+00  2.40174365e+00
  4.38952520e-02  3.23156893e-01 -1.69990909e+00 -3.60504770e+00
 -3.62425661e+00 -4.29099846e+00 -2.26754278e-01  1.59642482e+00
 -2.75178027e+00  2.01957655e+00 -3.58792901e+00 -2.36644983e+00
 -4.61904287e+00 -1.05363166e+00 -2.64007378e+00 -2.36380577e+00
 -2.60053587e+00 -2.47843191e-01 -4.25652409e+00 -4.32667285e-01
 -1.83605182e+00 -1.25246656e+00  3.17985833e-01  2.51769209e+00
 -1.37812865e+00  7.86051035e-01 -3.02349877e+00 -2.59330958e-01
  5.28251648e-01  4.55367446e-01  3.82900745e-01  3.57587934e-01
  4.14069444e-01  4.53940451e-01  4.39830542e-01  4.25253689e-01
  3.75756979e-01  4.25621539e-01  5.48789263e-01  5.50277114e-01
  2.06530000e+01  1.51263242e+01  1.71655164e+01  1.60364456e+01
  1.72947117e+01  1.64276226e+01  4.72171072e+01  3.64273564e+03
  8.79851310e-02]",zdziwienie
"[-3.07837311e+02  9.53678207e+01  6.98940933e-01  1.52282677e+01
 -9.55384541e+00 -1.59027731e+00 -1.59109154e+01 -1.49857912e+01
 -3.81374621e+00 -7.67223263e+00 -7.83020020e+00 -8.85747015e-01
 -8.63276386e+00  6.69274521e+00 -5.89673567e+00 -2.84385061e+00
 -1.92732751e+00  5.04001236e+00  6.71345532e-01  8.34085369e+00
  3.14994287e+00  7.06188631e+00  3.72533584e+00  2.61055708e+00
  4.17577219e+00  7.41303349e+00  3.67198443e+00  5.19431686e+00
  2.33227611e+00  2.89698601e+00  5.22619665e-01  4.22133350e+00
  4.68359518e+00  3.90746474e+00  2.81828713e+00  8.36270630e-01
 -1.35756004e+00  2.35555315e+00  1.40048301e+00  6.52302802e-01
  3.61600041e-01  3.58400911e-01  3.44805956e-01  3.70776951e-01
  3.71658653e-01  3.02659065e-01  2.81505078e-01  3.07420790e-01
  3.05640936e-01  2.75156647e-01  3.10975730e-01  3.07657450e-01
  1.60647058e+01  1.83005264e+01  1.90808307e+01  1.61201585e+01
  1.62624300e+01  1.73504491e+01  4.79350106e+01  2.98106318e+03
  8.26362942e-02]",zdziwienie
"[-3.60350861e+02  9.19263687e+01  5.38832188e+00  1.97662582e+01
  4.29296875e+00 -1.81368768e+00 -2.58901930e+00 -2.79438343e+01
 -1.01574802e+01 -7.23892927e+00  4.68100643e+00  7.94766665e+00
  1.12154710e+00  1.15631895e+01 -1.32453365e+01  2.29228735e+00
 -1.19382632e+00 -1.16428947e+00  3.18432212e+00 -4.36352873e+00
 -7.26778698e+00  1.06627524e+00  2.27738693e-02 -4.54390705e-01
 -3.63888788e+00  6.76478291e+00 -2.50956559e+00 -6.30733371e-01
  5.01115751e+00  1.50597954e+01  2.29090977e+01  2.51456738e+01
  1.87642727e+01  1.33253536e+01 -1.10180736e+00 -1.79091203e+00
 -6.24552727e-01  4.53121471e+00  2.89617252e+00  6.85299993e-01
  2.27644980e-01  1.96038097e-01  2.15129152e-01  2.41449073e-01
  1.61674902e-01  1.37081876e-01  1.49018899e-01  2.70287156e-01
  6.63914382e-01  4.39016670e-01  2.64812082e-01  2.07704633e-01
  1.85738545e+01  2.08973073e+01  2.65840936e+01  2.02702999e+01
  2.04024214e+01  2.07364241e+01  4.53260313e+01  3.78938802e+03
  5.82682292e-02]",zdziwienie
"[-3.46698303e+02  9.58356857e+01  1.22815037e+01  3.74100266e+01
  2.34594917e+01 -2.60719323e+00  6.43322134e+00 -1.22920399e+01
 -7.57110691e+00  4.59099197e+00 -1.18757257e+01 -1.17412798e-01
  5.04718304e+00  1.45606652e-01  1.55550110e+00  8.25876653e-01
 -5.69079971e+00  2.71762919e+00 -2.73015141e+00 -5.69963598e+00
 -5.66181466e-02 -1.34143567e+00 -7.53565836e+00  2.74603820e+00
 -5.14936495e+00 -4.29503992e-02 -3.29225945e+00 -3.01007450e-01
 -3.84968328e+00 -7.93182075e-01 -1.29021788e+00  2.46597528e+00
 -3.76078820e+00  2.91433930e-01 -2.69490194e+00 -9.98199582e-01
 -3.98834682e+00  1.06739235e+00 -2.08210611e+00 -1.94506991e+00
  5.04879475e-01  4.13972855e-01  4.21079069e-01  3.81088108e-01
  3.83370847e-01  3.98221105e-01  3.69149804e-01  3.76711547e-01
  4.79792535e-01  6.10996842e-01  7.28457451e-01  6.57660306e-01
  1.97456436e+01  1.27244267e+01  1.79670620e+01  1.51462507e+01
  1.64134327e+01  1.99956993e+01  4.63104899e+01  3.79495873e+03
  1.13870873e-01]",zdziwienie
"[-3.08810669e+02  8.87645187e+01  1.86596707e-01  2.57895241e+01
  2.17264032e+00  2.99831390e+00 -8.94968796e+00 -7.09670591e+00
 -5.41028214e+00 -8.51858521e+00 -1.45151663e+01 -1.09864035e+01
 -3.86532497e+00  1.27910681e+01  1.03339806e+01  2.93721652e+00
  8.73117030e-01  1.04553833e+01  3.33277488e+00 -4.91485476e-01
 -2.85113955e+00  3.83015609e+00  1.52804089e+00 -2.58331060e+00
  1.24711931e+00  7.71002293e+00 -1.79521739e+00  3.35328412e+00
  9.00397587e+00  6.30869675e+00  3.58869362e+00  8.56386757e+00
 -1.27819276e+00  5.37374258e+00  1.36846870e-01  1.26061308e+00
  3.29178715e+00  4.46631384e+00 -4.41485262e+00  1.76045549e+00
  2.98342109e-01  2.62932926e-01  2.45731235e-01  2.41765097e-01
  2.72028297e-01  3.40467483e-01  3.67420316e-01  4.17550147e-01
  3.69493872e-01  4.89990175e-01  5.33954442e-01  3.85739714e-01
  1.76198601e+01  1.58176327e+01  2.16956378e+01  1.64035539e+01
  1.87222154e+01  1.77018841e+01  4.65422388e+01  3.72070312e+03
  7.95971315e-02]",zdziwienie
"[-3.62756714e+02  6.60740280e+01  7.87036610e+00  3.01321964e+01
  5.86674500e+00  8.19597912e+00 -1.63682518e+01 -1.45736284e+01
 -1.17630758e+01 -3.83093667e+00 -1.32480364e+01  5.09174299e+00
 -3.21184182e+00 -2.84868979e+00 -3.87816489e-01 -3.00966930e+00
 -4.74498940e+00 -5.96482158e-01 -2.27626577e-01 -9.42137361e-01
  3.22690558e+00  4.86044216e+00  9.99747142e-02 -1.96267545e-01
 -3.49613261e+00 -3.19290686e+00 -8.23173821e-01  2.19753432e+00
  2.75830531e+00  9.27101707e+00  7.26750040e+00  9.78081417e+00
  7.08100510e+00  4.47124481e+00  2.60331535e+00  5.39066648e+00
  1.94843805e+00  4.64465761e+00 -2.78524876e-01  1.49656868e+00
  2.62257397e-01  2.37079859e-01  2.91198909e-01  3.74804586e-01
  3.64715517e-01  2.66246468e-01  3.17769945e-01  4.16342854e-01
  4.60038632e-01  5.07414401e-01  3.85726690e-01  3.21432561e-01
  1.94507961e+01  1.83819762e+01  2.20257952e+01  1.72841126e+01
  1.84853660e+01  1.72792460e+01  4.83092874e+01  3.40524384e+03
  8.10768821e-02]",zdziwienie
"[-2.88542847e+02  7.94820557e+01 -2.71772614e+01  2.30740795e+01
 -4.79515123e+00 -1.70476761e+01 -1.46381750e+01 -2.71156998e+01
 -1.37208900e+01 -1.24201565e+01 -1.51415319e+01  2.62661552e+00
 -8.62094593e+00  9.61624432e+00  2.42406750e+00  8.01975727e+00
  7.16169548e+00  8.12140942e+00  5.54286909e+00  6.15337229e+00
 -9.73985195e-01  4.80084991e+00  8.12531829e-01  1.79472959e+00
 -1.67498663e-01 -1.79958358e-01  4.42122966e-01 -3.95162511e+00
 -3.95697427e+00 -1.85035634e+00  1.89130139e+00  2.74184322e+00
 -1.06785107e+00 -8.48292470e-01 -2.40160728e+00  1.94788671e+00
 -3.10697109e-02  2.50170875e+00  1.94097972e+00  4.40358686e+00
  2.57947475e-01  2.28124961e-01  2.68342614e-01  2.47160509e-01
  2.94759721e-01  3.48357290e-01  2.56283462e-01  2.42846951e-01
  3.54116082e-01  2.53024399e-01  2.10748136e-01  2.11449847e-01
  1.46877507e+01  1.94685239e+01  2.21068288e+01  1.75246761e+01
  1.87976252e+01  2.02419605e+01  4.72177415e+01  3.96679688e+03
  1.10400391e-01]",zdziwienie
"[-2.89576416e+02  6.88133316e+01 -1.19284940e+00  1.84435444e+01
 -3.53052425e+00 -1.31764145e+01 -1.89915333e+01 -1.91810722e+01
 -1.14721394e+00 -6.00501156e+00 -4.71223402e+00  6.85353041e+00
  5.77892399e+00  1.55815325e+01 -2.07092929e+00 -1.23065829e+00
 -3.87853956e+00  3.28372121e-01 -6.64421606e+00  9.35537875e-01
 -7.33186293e+00 -1.30974501e-01  3.32820714e-01  4.12714815e+00
  3.69637990e+00  7.82459736e+00  5.12142515e+00  9.33063602e+00
  7.30840969e+00  9.00481796e+00  2.52039003e+00  3.19070292e+00
  5.68003654e-01  2.31233001e+00  6.76209331e-01  3.00643992e+00
  1.98136926e+00  3.50607848e+00 -4.82694447e-01 -2.36711025e-01
  4.31623310e-01  3.98991495e-01  2.17273653e-01  1.26934543e-01
  1.11856990e-01  1.27595663e-01  1.39519513e-01  1.57851338e-01
  2.30741814e-01  3.82847250e-01  4.60778773e-01  3.80316466e-01
  1.62075885e+01  1.61112625e+01  2.17220306e+01  1.65366067e+01
  1.75956189e+01  1.77983125e+01  4.75260873e+01  4.49922449e+03
  1.66424920e-01]",zdziwienie
"[-2.56636597e+02  1.08678932e+02 -7.75221527e-01  3.32387656e-01
 -3.42993045e+00 -6.68087006e+00 -1.88914311e+00 -1.81584148e+01
 -1.80535889e+01 -1.68811157e-01 -2.45483708e+00  4.87049341e+00
 -7.81314278e+00  1.09521329e+00 -1.04488933e+00 -5.80536079e+00
  2.81017870e-01  1.99584353e+00 -6.60957909e+00 -4.38336945e+00
 -5.66540480e+00 -1.40955639e+00 -7.83771753e+00 -1.95407546e+00
 -1.92990911e+00  3.39034408e-01 -2.22420907e+00  7.15434122e+00
  2.14843050e-01  4.01803064e+00  1.58440009e-01  4.30026293e+00
  5.22945023e+00  1.04438238e+01  9.60701847e+00  1.46697464e+01
  1.05950174e+01  1.29430037e+01  5.37672377e+00  6.19858742e-01
  3.46261144e-01  2.77994126e-01  2.42610797e-01  1.94643661e-01
  2.49917090e-01  4.84558702e-01  4.94218737e-01  3.82309467e-01
  3.21672142e-01  2.94699579e-01  2.94931203e-01  2.75875121e-01
  2.17022175e+01  2.06124848e+01  2.11989620e+01  1.88158671e+01
  1.72436528e+01  1.88202106e+01  4.74420675e+01  2.64180501e+03
  5.47383626e-02]",zdziwienie
"[-3.38146912e+02  6.84844284e+01 -1.27027931e+01  2.53251529e+00
  1.37678254e+00 -4.47960520e+00 -1.73531208e+01 -1.65145206e+01
 -5.49132681e+00 -3.21798158e+00 -9.81225300e+00 -2.22269893e+00
 -1.24908028e+01  7.41161156e+00 -1.36878288e+00 -7.49389172e-01
  7.34690142e+00 -2.65811992e+00 -1.00803690e+01  4.88479435e-02
  7.57260609e+00  8.83135414e+00  1.58914232e+01  1.28071690e+01
  9.73297024e+00  1.07494593e+01  5.04767358e-01  1.17847795e+01
 -5.58544934e-01  6.01124334e+00 -4.13977909e+00  4.69599247e+00
  4.64180529e-01  1.50154006e+00 -4.36260653e+00 -4.86656547e-01
 -3.15959406e+00 -1.43485034e+00 -3.36164522e+00 -1.95209122e+00
  3.73985350e-01  4.07520533e-01  4.67522621e-01  4.94214267e-01
  2.58940369e-01  1.52692214e-01  2.25976408e-01  2.64048725e-01
  3.13701630e-01  3.42156112e-01  3.62409443e-01  3.89118761e-01
  1.58574609e+01  1.88921881e+01  2.11952445e+01  1.99435020e+01
  1.90321587e+01  1.95999933e+01  4.75064962e+01  4.87556704e+03
  1.79592994e-01]",zdziwienie
"[-3.89828522e+02  8.60966873e+01  9.13862610e+00  1.94542942e+01
  1.12940550e+01  6.03448105e+00  3.22710657e+00 -1.04654131e+01
 -7.69322443e+00 -1.33790767e+00 -3.36911821e+00  4.07171011e-01
 -3.34677434e+00 -5.13359022e+00 -3.56731224e+00  1.46840990e+00
 -1.21060467e+00  1.27192035e-01 -3.82714200e+00  1.07201612e+00
 -4.12854338e+00  6.12663388e-01 -2.36716270e+00  3.95880842e+00
 -1.25972366e+00  1.66980159e+00  1.87505496e+00  1.14051425e+00
 -5.61857462e-01  1.75980473e+00  1.06468165e+00  1.60837853e+00
 -6.05379999e-01  2.39974236e+00 -2.15233469e+00  4.95618582e-01
  3.47119242e-01 -1.31968784e+00 -2.65760970e+00  1.43422335e-01
  5.62054455e-01  6.71937406e-01  6.50672495e-01  5.39694190e-01
  4.51832175e-01  3.82583946e-01  4.36632514e-01  4.90046054e-01
  4.84015852e-01  5.22786736e-01  4.73639429e-01  4.85406876e-01
  2.06864240e+01  1.39298738e+01  1.66140901e+01  1.50497798e+01
  1.61270836e+01  1.73336332e+01  4.60486989e+01  3.32725123e+03
  5.16100432e-02]",zdziwienie
"[-2.74625549e+02  1.06903923e+02  2.16144729e+00  9.80960369e+00
  1.65009117e+01 -8.25194454e+00 -2.21113148e+01 -1.74399033e+01
 -1.43204041e+01  6.35682419e-02 -6.50034142e+00 -8.62197018e+00
 -6.58868980e+00 -3.53439641e+00 -4.09608030e+00 -1.96243179e+00
  1.55346537e+00  7.41271687e+00  2.29014421e+00 -4.32238072e-01
 -2.18761706e+00  2.90654802e+00 -4.30555820e+00 -5.17587483e-01
 -4.60889769e+00  4.75584126e+00  7.17753410e-01  3.81750250e+00
  3.83339763e-01  2.46158385e+00  3.36636734e+00  4.66223001e+00
  1.14566040e+00  5.25054598e+00  1.52274978e+00  2.41419125e+00
  5.33636194e-03  2.64067388e+00  1.91597974e+00  5.46680987e-01
  3.08700681e-01  2.42484704e-01  2.45636404e-01  3.09089005e-01
  3.72293562e-01  3.71033579e-01  4.04229134e-01  4.32445496e-01
  4.25889045e-01  4.71326560e-01  4.00083035e-01  3.24928731e-01
  1.84816056e+01  1.60519017e+01  1.98876083e+01  1.55282633e+01
  1.93426845e+01  1.77599768e+01  4.72061857e+01  2.95432351e+03
  7.08784624e-02]",zdziwienie
"[-2.45446213e+02  9.20727768e+01  9.68739510e+00  7.08317709e+00
  1.60362034e+01 -3.16921902e+00 -1.82364559e+01 -2.26961594e+01
 -2.04861488e+01  1.89830410e+00 -3.78943086e+00 -7.27188110e+00
 -9.98153496e+00  4.39137340e-01 -4.66456032e+00 -2.70699763e+00
 -2.01528454e+00  7.23803377e+00 -2.07069421e+00  1.84843469e+00
 -3.80960250e+00 -5.34237087e-01 -7.96130133e+00  4.77829367e-01
 -5.43343878e+00 -2.66166615e+00 -6.22366190e+00  4.84397221e+00
 -4.30555534e+00  4.66819143e+00  3.01960373e+00  3.62028909e+00
  3.17974854e+00  8.40519905e+00  1.60193890e-02  2.57483673e+00
  5.34295738e-01  1.57432306e+00 -2.84546793e-01  3.65314674e+00
  2.03594804e-01  2.62553215e-01  3.35676551e-01  3.34318817e-01
  2.81388581e-01  2.59799242e-01  3.01018417e-01  4.40116197e-01
  4.29144740e-01  3.94224614e-01  3.77012730e-01  1.99343666e-01
  2.12121229e+01  1.82617075e+01  2.10963641e+01  1.64207042e+01
  1.82864869e+01  1.78642007e+01  4.90946688e+01  3.94559152e+03
  1.21316964e-01]",zdziwienie
"[-3.16726349e+02  1.04752625e+02  9.94629002e+00  3.48317642e+01
  2.23565941e+01 -2.79058599e+00  2.95546651e+00 -1.89600773e+01
 -5.75119114e+00  6.23497581e+00 -1.24285192e+01  5.92522001e+00
  5.02808616e-02 -3.13636041e+00  5.87361431e+00 -3.81529427e+00
 -5.01084709e+00  4.74974775e+00 -3.96667457e+00 -2.98444009e+00
  1.42615795e+00 -2.73279858e+00 -6.50551128e+00  1.25998974e+00
 -7.46701670e+00 -3.70945096e-01 -3.94284630e+00  8.29253316e-01
 -3.32527757e+00  2.99163532e+00 -2.42201376e+00  1.22655344e+00
 -3.26927018e+00 -1.57913971e+00 -1.10109496e+00 -3.09079385e+00
 -3.24956608e+00 -1.16094756e+00 -4.19382048e+00 -1.69340467e+00
  3.96354735e-01  4.17881995e-01  3.73290986e-01  3.51551205e-01
  3.38366866e-01  3.32614660e-01  3.71587574e-01  4.58582073e-01
  5.89584589e-01  6.54079735e-01  5.82366228e-01  4.13645357e-01
  1.88995867e+01  1.30941272e+01  1.93500895e+01  1.53830999e+01
  1.69853305e+01  2.10809636e+01  4.56140040e+01  3.46632434e+03
  1.09170237e-01]",zdziwienie
